"Week Ending","Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Provider Phone Number","County","Submitted Data","Passed Quality Assurance Check","Residents Weekly Confirmed COVID-19","Residents Total Confirmed COVID-19","Residents Weekly All Deaths","Residents Total All Deaths","Residents Weekly COVID-19 Deaths","Residents Total COVID-19 Deaths","Number of All Beds","Total Number of Occupied Beds","Residents Hospitalizations with Confirmed COVID-19","Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines","Staff Weekly Confirmed COVID-19","Staff Total Confirmed COVID-19","Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test","Number of Residents Staying in this Facility for At Least 1 Day This Week","Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week","Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines","Percentage of Current Residents Up to Date with COVID-19 Vaccines","Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines","Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines","Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines"
"08/22/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,44,0,0,0,18,0,0,795.45,250,,44,52,,,0,,,0
"08/29/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,44,0,0,0,18,0,0,795.45,250,,44,52,,,0,,,0
"09/05/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,42,0,0,0,18,0,0,833.33,261.9,,42,52,,,0,,,0
"09/12/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,44,0,0,1,19,0,0,795.45,250,,44,52,,,0,,,0
"09/19/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,44,0,0,0,19,0,0,795.45,250,,44,75,,,0,,,0
"09/26/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,46,0,0,0,19,0,0,760.87,239.13,,46,75,,,0,,,0
"10/03/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,45,0,0,1,20,0,0,777.78,244.44,,45,75,,,0,,,0
"10/10/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,46,0,0,0,20,0,0,760.87,239.13,,45,75,,,0,,,0
"10/17/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,48,0,0,0,20,0,0,729.17,229.17,,48,75,,,0,,,0
"10/24/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,16,0,11,64,47,0,0,0,20,0,0,744.68,234.04,,47,75,,,0,,,0
"10/31/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,1,17,0,11,64,46,0,0,0,20,0,0,760.87,239.13,,47,75,,,0,,,0
"11/07/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,17,0,11,64,44,0,0,0,20,0,0,795.45,250,,44,75,,,0,,,0
"11/14/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,2,19,0,11,64,42,0,0,0,20,0,0,833.33,261.9,,47,75,,,0,,,0
"11/21/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,43,0,0,0,20,0,0,813.95,255.81,,47,75,,,0,,,0
"11/28/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,44,0,0,0,20,0,0,795.45,250,,47,75,,,0,,,0
"12/05/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,38,0,0,0,20,0,0,921.05,289.47,,38,75,,,0,,,0
"12/12/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,39,0,0,0,20,0,0,897.44,282.05,,39,75,,,0,,,0
"12/19/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,39,0,0,0,20,0,0,897.44,282.05,,39,75,,,0,,,0
"12/26/21","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,39,0,0,0,20,0,0,897.44,282.05,,39,75,,,0,,,0
"01/02/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,19,0,11,64,40,0,0,0,20,0,0,875,275,,40,66,,,0,,,0
"01/09/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,1,20,0,11,64,38,0,0,4,24,0,0,921.05,289.47,,38,66,,,0,,,0
"01/16/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,38,0,0,0,24,0,0,921.05,289.47,,38,72,,,0,,,0
"01/23/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,37,0,0,0,24,0,0,945.95,297.3,,36,69,,,0,,,0
"01/30/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,38,0,0,0,24,0,0,921.05,289.47,,38,69,,,0,,,0
"02/06/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,42,0,0,0,24,0,0,833.33,261.9,,42,67,,,0,,,0
"02/13/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,42,0,0,0,24,0,0,833.33,261.9,,42,67,,,0,,,0
"02/20/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,41,0,0,0,24,0,0,853.66,268.29,,41,67,,,0,,,0
"02/27/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,40,0,0,0,24,0,0,875,275,,40,68,,,0,,,0
"03/06/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,40,0,0,0,24,0,0,875,275,,40,68,,,0,,,0
"03/13/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,20,0,11,64,45,0,0,0,24,0,0,777.78,244.44,,44,75,,,0,,,0
"03/20/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,1,21,0,11,64,42,0,0,0,24,0,0,833.33,261.9,,42,69,,,0,,,0
"03/27/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,41,0,0,0,24,0,0,853.66,268.29,,41,68,,,0,,,0
"04/03/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,42,0,0,0,24,0,0,833.33,261.9,,42,68,,,0,,,0
"04/10/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,43,0,0,0,24,0,0,813.95,255.81,,43,72,,,0,,,0
"04/17/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,43,0,0,0,24,0,0,813.95,255.81,,43,72,,,0,,,0
"04/24/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,47,0,0,0,24,0,0,744.68,234.04,,47,72,,,0,,,0
"05/01/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,47,0,0,0,24,0,0,744.68,234.04,,47,78,,,0,,,0
"05/08/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,45,0,0,0,24,0,0,777.78,244.44,,45,77,,,0,,,0
"05/15/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,21,0,11,64,45,0,0,0,24,0,0,777.78,244.44,,45,87,,,0,,,0
"05/22/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,1,22,0,11,64,44,0,0,0,24,0,0,795.45,250,,44,89,,,0,,,0
"05/29/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,44,0,0,0,24,0,0,795.45,250,,45,90,,,0,,,0
"06/05/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,42,0,0,0,24,0,0,833.33,261.9,,42,90,39,,92.857,81,,90
"06/12/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,38,0,0,0,24,0,0,921.05,289.47,,38,81,0,,0,6,,7.407
"06/19/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,37,0,0,0,24,0,0,945.95,297.3,,37,80,0,,0,0,,0
"06/26/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,38,0,0,1,25,0,0,921.05,289.47,,38,80,0,,0,5,,6.25
"07/03/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,35,0,22,0,11,64,38,0,0,1,26,0,0,921.05,289.47,,38,82,0,,0,0,,0
"07/10/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",5,40,0,22,0,11,64,37,0,0,7,33,135.14,0,1081.08,297.3,0,37,85,0,,0,0,,0
"07/17/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,22,0,11,64,41,0,0,0,33,0,0,975.61,268.29,,41,77,0,,0,0,,0
"07/24/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,1,23,0,11,64,43,0,0,0,33,0,0,930.23,255.81,,43,81,0,,0,16,,19.753
"07/31/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,23,0,11,64,41,0,0,0,33,0,0,975.61,268.29,,41,75,0,,0,0,,0
"08/07/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,23,0,11,64,42,0,0,0,33,0,0,952.38,261.9,,42,75,0,,0,0,,0
"08/14/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,23,0,11,64,42,0,0,0,33,0,0,952.38,261.9,,42,74,0,,0,0,,0
"08/21/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,23,0,11,64,41,0,0,0,33,0,0,975.61,268.29,,41,75,0,,0,0,,0
"08/28/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,40,0,23,0,11,64,43,0,0,0,33,0,0,930.23,255.81,,43,77,0,,0,0,,0
"09/04/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",10,50,0,23,0,11,64,43,0,0,12,45,232.56,0,1162.79,255.81,0,43,75,0,,0,0,,0
"09/11/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,76,0,,0,0,,0
"09/18/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,75,0,,0,13,,17.333
"09/25/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,76,0,,0,13,,17.105
"10/02/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,77,0,,0,16,,20.779
"10/09/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,76,0,,0,0,,0
"10/16/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,45,0,0,0,45,0,0,1111.11,244.44,,45,77,0,,0,13,,16.883
"10/23/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,45,77,0,,0,12,,15.584
"10/30/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,77,0,,0,0,,0
"11/06/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,45,0,0,0,45,0,0,1111.11,244.44,,45,77,0,,0,17,,22.078
"11/13/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,77,0,,0,16,,20.779
"11/20/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,77,0,,0,0,,0
"11/27/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,23,0,11,64,44,0,0,0,45,0,0,1136.36,250,,43,77,0,,0,0,,0
"12/04/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,1,24,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,80,0,,0,13,,16.25
"12/11/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,24,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,77,0,,0,0,,0
"12/18/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,24,0,11,64,42,0,0,0,45,0,0,1190.48,261.9,,42,77,0,,0,0,,0
"12/25/22","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,24,0,11,64,43,0,0,0,45,0,0,1162.79,255.81,,43,76,0,,0,0,,0
"01/01/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,24,0,11,64,45,0,0,0,45,0,0,1111.11,244.44,,45,77,0,,0,0,,0
"01/08/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,50,0,24,0,11,64,44,0,0,0,45,0,0,1136.36,250,,44,76,0,,0,0,,0
"01/15/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",1,51,0,24,0,11,64,43,0,0,2,47,23.26,0,1186.05,255.81,0,43,77,0,,0,0,,0
"01/22/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,41,0,0,0,47,0,0,1243.9,268.29,,41,75,0,,0,14,,18.667
"01/29/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,40,0,0,1,48,0,0,1275,275,,41,82,0,,0,0,,0
"02/05/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,41,0,0,0,48,0,0,1243.9,268.29,,41,79,0,,0,0,,0
"02/12/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,43,0,0,0,48,0,0,1186.05,255.81,,43,78,0,,0,0,,0
"02/19/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,42,76,0,,0,0,,0
"02/26/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,41,0,0,0,48,0,0,1243.9,268.29,,41,76,0,,0,0,,0
"03/05/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,43,0,0,0,48,0,0,1186.05,255.81,,43,76,0,,0,0,,0
"03/12/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,41,0,0,0,48,0,0,1243.9,268.29,,41,77,0,,0,0,,0
"03/19/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,40,0,0,0,48,0,0,1275,275,,40,77,0,,0,0,,0
"03/26/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,40,0,0,0,48,0,0,1275,275,,40,75,23,,57.5,11,,14.667
"04/02/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,40,0,0,0,48,0,0,1275,275,,40,79,9,,22.5,11,,13.924
"04/09/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,40,0,0,0,48,0,0,1275,275,,40,79,9,,22.5,9,,11.392
"04/16/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,42,79,9,,21.429,9,,11.392
"04/23/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,43,79,30,,69.767,12,,15.19
"04/30/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,42,76,30,,71.429,11,,14.474
"05/07/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,24,0,11,64,44,0,0,0,48,0,0,1159.09,250,,44,77,30,,68.182,11,,14.286
"05/14/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,1,25,0,11,64,43,0,0,0,48,0,0,1186.05,255.81,,43,77,30,,69.767,11,,14.286
"05/21/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,44,0,0,0,48,0,0,1159.09,250,,44,79,30,,68.182,11,,13.924
"05/28/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,42,79,30,,71.429,11,,13.924
"06/04/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,42,0,0,0,48,0,0,1214.29,261.9,,42,76,30,,71.429,11,,14.474
"06/11/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,43,0,0,0,48,0,0,1186.05,255.81,,42,79,30,,71.429,11,,13.924
"06/18/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,43,0,0,0,48,0,0,1186.05,255.81,0,43,80,30,,69.767,12,,15
"06/25/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,46,0,0,0,48,0,0,1108.7,239.13,0,45,78,30,,66.667,11,,14.103
"07/02/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,25,0,11,64,46,0,0,0,48,0,0,1108.7,239.13,0,46,81,42,,91.304,11,,13.58
"07/09/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,1,26,0,11,64,45,0,0,0,48,0,0,1133.33,244.44,0,45,77,42,,93.333,11,,14.286
"07/16/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,26,0,11,64,47,0,0,0,48,0,0,1085.11,234.04,0,47,79,43,,91.489,11,,13.924
"07/23/23","015044","CAREGIVERS OF PLEASANT GROVE, INC","700 FIRST AVENUE","PLEASANT GROVE","AL","35127","2057448120","Jefferson","Y","Y",0,51,0,26,0,11,64,45,0,0,0,48,0,0,1133.33,244.44,0,45,79,41,,91.111,11,,13.924
